DATE,WILL5000PRFC
1976-11-18,.
1976-11-19,.
1976-11-22,.
1976-11-23,.
1976-11-24,.
1976-11-25,.
1976-11-26,.
1976-11-29,.
1976-11-30,899.25
1976-12-01,.
1976-12-02,.
1976-12-03,.
1976-12-06,.
1976-12-07,.
1976-12-08,.
1976-12-09,.
1976-12-10,.
1976-12-13,.
1976-12-14,.
1976-12-15,.
1976-12-16,.
1976-12-17,.
1976-12-20,.
1976-12-21,.
1976-12-22,.
1976-12-23,.
1976-12-24,.
1976-12-27,.
1976-12-28,.
1976-12-29,.
1976-12-30,.
1976-12-31,954.18
1977-01-03,.
1977-01-04,.
1977-01-05,.
1977-01-06,.
1977-01-07,.
1977-01-10,.
1977-01-11,.
1977-01-12,.
1977-01-13,.
1977-01-14,.
1977-01-17,.
1977-01-18,.
1977-01-19,.
1977-01-20,.
1977-01-21,.
1977-01-24,.
1977-01-25,.
1977-01-26,.
1977-01-27,.
1977-01-28,.
1977-01-31,918.86
1977-02-01,.
1977-02-02,.
1977-02-03,.
1977-02-04,.
1977-02-07,.
1977-02-08,.
1977-02-09,.
1977-02-10,.
1977-02-11,.
1977-02-14,.
1977-02-15,.
1977-02-16,.
1977-02-17,.
1977-02-18,.
1977-02-21,.
1977-02-22,.
1977-02-23,.
1977-02-24,.
1977-02-25,.
1977-02-28,899.97
1977-03-01,.
1977-03-02,.
1977-03-03,.
1977-03-04,.
1977-03-07,.
1977-03-08,.
1977-03-09,.
1977-03-10,.
1977-03-11,.
1977-03-14,.
1977-03-15,.
1977-03-16,.
1977-03-17,.
1977-03-18,.
1977-03-21,.
1977-03-22,.
1977-03-23,.
1977-03-24,.
1977-03-25,.
1977-03-28,.
1977-03-29,.
1977-03-30,.
1977-03-31,888.81
1977-04-01,.
1977-04-04,.
1977-04-05,.
1977-04-06,.
1977-04-07,.
1977-04-08,.
1977-04-11,.
1977-04-12,.
1977-04-13,.
1977-04-14,.
1977-04-15,.
1977-04-18,.
1977-04-19,.
1977-04-20,.
1977-04-21,.
1977-04-22,.
1977-04-25,.
1977-04-26,.
1977-04-27,.
1977-04-28,.
1977-04-29,893.43
1977-05-02,.
1977-05-03,.
1977-05-04,.
1977-05-05,.
1977-05-06,.
1977-05-09,.
1977-05-10,.
1977-05-11,.
1977-05-12,.
1977-05-13,.
1977-05-16,.
1977-05-17,.
1977-05-18,.
1977-05-19,.
1977-05-20,.
1977-05-23,.
1977-05-24,.
1977-05-25,.
1977-05-26,.
1977-05-27,.
1977-05-30,.
1977-05-31,882.18
1977-06-01,.
1977-06-02,.
1977-06-03,.
1977-06-06,.
1977-06-07,.
1977-06-08,.
1977-06-09,.
1977-06-10,.
1977-06-13,.
1977-06-14,.
1977-06-15,.
1977-06-16,.
1977-06-17,.
1977-06-20,.
1977-06-21,.
1977-06-22,.
1977-06-23,.
1977-06-24,.
1977-06-27,.
1977-06-28,.
1977-06-29,.
1977-06-30,919.19
1977-07-01,.
1977-07-04,.
1977-07-05,.
1977-07-06,.
1977-07-07,.
1977-07-08,.
1977-07-11,.
1977-07-12,.
1977-07-13,.
1977-07-14,.
1977-07-15,.
1977-07-18,.
1977-07-19,.
1977-07-20,.
1977-07-21,.
1977-07-22,.
1977-07-25,.
1977-07-26,.
1977-07-27,.
1977-07-28,.
1977-07-29,905.66
1977-08-01,.
1977-08-02,.
1977-08-03,.
1977-08-04,.
1977-08-05,.
1977-08-08,.
1977-08-09,.
1977-08-10,.
1977-08-11,.
1977-08-12,.
1977-08-15,.
1977-08-16,.
1977-08-17,.
1977-08-18,.
1977-08-19,.
1977-08-22,.
1977-08-23,.
1977-08-24,.
1977-08-25,.
1977-08-26,.
1977-08-29,.
1977-08-30,.
1977-08-31,887.63
1977-09-01,.
1977-09-02,.
1977-09-05,.
1977-09-06,.
1977-09-07,.
1977-09-08,.
1977-09-09,.
1977-09-12,.
1977-09-13,.
1977-09-14,.
1977-09-15,.
1977-09-16,.
1977-09-19,.
1977-09-20,.
1977-09-21,.
1977-09-22,.
1977-09-23,.
1977-09-26,.
1977-09-27,.
1977-09-28,.
1977-09-29,.
1977-09-30,887.45
1977-10-03,.
1977-10-04,.
1977-10-05,.
1977-10-06,.
1977-10-07,.
1977-10-10,.
1977-10-11,.
1977-10-12,.
1977-10-13,.
1977-10-14,.
1977-10-17,.
1977-10-18,.
1977-10-19,.
1977-10-20,.
1977-10-21,.
1977-10-24,.
1977-10-25,.
1977-10-26,.
1977-10-27,.
1977-10-28,.
1977-10-31,851.60
1977-11-01,.
1977-11-02,.
1977-11-03,.
1977-11-04,.
1977-11-07,.
1977-11-08,.
1977-11-09,.
1977-11-10,.
1977-11-11,.
1977-11-14,.
1977-11-15,.
1977-11-16,.
1977-11-17,.
1977-11-18,.
1977-11-21,.
1977-11-22,.
1977-11-23,.
1977-11-24,.
1977-11-25,.
1977-11-28,.
1977-11-29,.
1977-11-30,882.39
1977-12-01,.
1977-12-02,.
1977-12-05,.
1977-12-06,.
1977-12-07,.
1977-12-08,.
1977-12-09,.
1977-12-12,.
1977-12-13,.
1977-12-14,.
1977-12-15,.
1977-12-16,.
1977-12-19,.
1977-12-20,.
1977-12-21,.
1977-12-22,.
1977-12-23,.
1977-12-26,.
1977-12-27,.
1977-12-28,.
1977-12-29,.
1977-12-30,887.59
1978-01-02,.
1978-01-03,.
1978-01-04,.
1978-01-05,.
1978-01-06,.
1978-01-09,.
1978-01-10,.
1978-01-11,.
1978-01-12,.
1978-01-13,.
1978-01-16,.
1978-01-17,.
1978-01-18,.
1978-01-19,.
1978-01-20,.
1978-01-23,.
1978-01-24,.
1978-01-25,.
1978-01-26,.
1978-01-27,.
1978-01-30,.
1978-01-31,836.79
1978-02-01,.
1978-02-02,.
1978-02-03,.
1978-02-06,.
1978-02-07,.
1978-02-08,.
1978-02-09,.
1978-02-10,.
1978-02-13,.
1978-02-14,.
1978-02-15,.
1978-02-16,.
1978-02-17,.
1978-02-20,.
1978-02-21,.
1978-02-22,.
1978-02-23,.
1978-02-24,.
1978-02-27,.
1978-02-28,822.27
1978-03-01,.
1978-03-02,.
1978-03-03,.
1978-03-06,.
1978-03-07,.
1978-03-08,.
1978-03-09,.
1978-03-10,.
1978-03-13,.
1978-03-14,.
1978-03-15,.
1978-03-16,.
1978-03-17,.
1978-03-20,.
1978-03-21,.
1978-03-22,.
1978-03-23,.
1978-03-24,.
1978-03-27,.
1978-03-28,.
1978-03-29,.
1978-03-30,.
1978-03-31,847.81
1978-04-03,.
1978-04-04,.
1978-04-05,.
1978-04-06,.
1978-04-07,.
1978-04-10,.
1978-04-11,.
1978-04-12,.
1978-04-13,.
1978-04-14,.
1978-04-17,.
1978-04-18,.
1978-04-19,.
1978-04-20,.
1978-04-21,.
1978-04-24,.
1978-04-25,.
1978-04-26,.
1978-04-27,.
1978-04-28,916.42
1978-05-01,.
1978-05-02,.
1978-05-03,.
1978-05-04,.
1978-05-05,.
1978-05-08,.
1978-05-09,.
1978-05-10,.
1978-05-11,.
1978-05-12,.
1978-05-15,.
1978-05-16,.
1978-05-17,.
1978-05-18,.
1978-05-19,.
1978-05-22,.
1978-05-23,.
1978-05-24,.
1978-05-25,.
1978-05-26,.
1978-05-29,.
1978-05-30,.
1978-05-31,930.65
1978-06-01,.
1978-06-02,.
1978-06-05,.
1978-06-06,.
1978-06-07,.
1978-06-08,.
1978-06-09,.
1978-06-12,.
1978-06-13,.
1978-06-14,.
1978-06-15,.
1978-06-16,.
1978-06-19,.
1978-06-20,.
1978-06-21,.
1978-06-22,.
1978-06-23,.
1978-06-26,.
1978-06-27,.
1978-06-28,.
1978-06-29,.
1978-06-30,917.97
1978-07-03,.
1978-07-04,.
1978-07-05,.
1978-07-06,.
1978-07-07,.
1978-07-10,.
1978-07-11,.
1978-07-12,.
1978-07-13,.
1978-07-14,.
1978-07-17,.
1978-07-18,.
1978-07-19,.
1978-07-20,.
1978-07-21,.
1978-07-24,.
1978-07-25,.
1978-07-26,.
1978-07-27,.
1978-07-28,.
1978-07-31,969.18
1978-08-01,.
1978-08-02,.
1978-08-03,.
1978-08-04,.
1978-08-07,.
1978-08-08,.
1978-08-09,.
1978-08-10,.
1978-08-11,.
1978-08-14,.
1978-08-15,.
1978-08-16,.
1978-08-17,.
1978-08-18,.
1978-08-21,.
1978-08-22,.
1978-08-23,.
1978-08-24,.
1978-08-25,.
1978-08-28,.
1978-08-29,.
1978-08-30,.
1978-08-31,1004.15
1978-09-01,.
1978-09-04,.
1978-09-05,.
1978-09-06,.
1978-09-07,.
1978-09-08,.
1978-09-11,.
1978-09-12,.
1978-09-13,.
1978-09-14,.
1978-09-15,.
1978-09-18,.
1978-09-19,.
1978-09-20,.
1978-09-21,.
1978-09-22,.
1978-09-25,.
1978-09-26,.
1978-09-27,.
1978-09-28,.
1978-09-29,996.10
1978-10-02,.
1978-10-03,.
1978-10-04,.
1978-10-05,.
1978-10-06,.
1978-10-09,.
1978-10-10,.
1978-10-11,.
1978-10-12,.
1978-10-13,.
1978-10-16,.
1978-10-17,.
1978-10-18,.
1978-10-19,.
1978-10-20,.
1978-10-23,.
1978-10-24,.
1978-10-25,.
1978-10-26,.
1978-10-27,.
1978-10-30,.
1978-10-31,886.92
1978-11-01,.
1978-11-02,.
1978-11-03,.
1978-11-06,.
1978-11-07,.
1978-11-08,.
1978-11-09,.
1978-11-10,.
1978-11-13,.
1978-11-14,.
1978-11-15,.
1978-11-16,.
1978-11-17,.
1978-11-20,.
1978-11-21,.
1978-11-22,.
1978-11-23,.
1978-11-24,.
1978-11-27,.
1978-11-28,.
1978-11-29,.
1978-11-30,908.34
1978-12-01,.
1978-12-04,.
1978-12-05,.
1978-12-06,.
1978-12-07,.
1978-12-08,.
1978-12-11,.
1978-12-12,.
1978-12-13,.
1978-12-14,.
1978-12-15,.
1978-12-18,.
1978-12-19,.
1978-12-20,.
1978-12-21,.
1978-12-22,.
1978-12-25,.
1978-12-26,.
1978-12-27,.
1978-12-28,.
1978-12-29,922.77
1979-01-01,.
1979-01-02,.
1979-01-03,.
1979-01-04,.
1979-01-05,.
1979-01-08,.
1979-01-09,.
1979-01-10,.
1979-01-11,.
1979-01-12,.
1979-01-15,.
1979-01-16,.
1979-01-17,.
1979-01-18,.
1979-01-19,.
1979-01-22,.
1979-01-23,.
1979-01-24,.
1979-01-25,.
1979-01-26,.
1979-01-29,.
1979-01-30,.
1979-01-31,964.88
1979-02-01,.
1979-02-02,.
1979-02-05,.
1979-02-06,.
1979-02-07,.
1979-02-08,.
1979-02-09,.
1979-02-12,.
1979-02-13,.
1979-02-14,.
1979-02-15,.
1979-02-16,.
1979-02-19,.
1979-02-20,.
1979-02-21,.
1979-02-22,.
1979-02-23,.
1979-02-26,.
1979-02-27,.
1979-02-28,935.84
1979-03-01,.
1979-03-02,.
1979-03-05,.
1979-03-06,.
1979-03-07,.
1979-03-08,.
1979-03-09,.
1979-03-12,.
1979-03-13,.
1979-03-14,.
1979-03-15,.
1979-03-16,.
1979-03-19,.
1979-03-20,.
1979-03-21,.
1979-03-22,.
1979-03-23,.
1979-03-26,.
1979-03-27,.
1979-03-28,.
1979-03-29,.
1979-03-30,997.62
1979-04-02,.
1979-04-03,.
1979-04-04,.
1979-04-05,.
1979-04-06,.
1979-04-09,.
1979-04-10,.
1979-04-11,.
1979-04-12,.
1979-04-13,.
1979-04-16,.
1979-04-17,.
1979-04-18,.
1979-04-19,.
1979-04-20,.
1979-04-23,.
1979-04-24,.
1979-04-25,.
1979-04-26,.
1979-04-27,.
1979-04-30,1004.70
1979-05-01,.
1979-05-02,.
1979-05-03,.
1979-05-04,.
1979-05-07,.
1979-05-08,.
1979-05-09,.
1979-05-10,.
1979-05-11,.
1979-05-14,.
1979-05-15,.
1979-05-16,.
1979-05-17,.
1979-05-18,.
1979-05-21,.
1979-05-22,.
1979-05-23,.
1979-05-24,.
1979-05-25,.
1979-05-28,.
1979-05-29,.
1979-05-30,.
1979-05-31,981.15
1979-06-01,.
1979-06-04,.
1979-06-05,.
1979-06-06,.
1979-06-07,.
1979-06-08,.
1979-06-11,.
1979-06-12,.
1979-06-13,.
1979-06-14,.
1979-06-15,.
1979-06-18,.
1979-06-19,.
1979-06-20,.
1979-06-21,.
1979-06-22,.
1979-06-25,.
1979-06-26,.
1979-06-27,.
1979-06-28,.
1979-06-29,1028.23
1979-07-02,.
1979-07-03,.
1979-07-04,.
1979-07-05,.
1979-07-06,.
1979-07-09,.
1979-07-10,.
1979-07-11,.
1979-07-12,.
1979-07-13,.
1979-07-16,.
1979-07-17,.
1979-07-18,.
1979-07-19,.
1979-07-20,.
1979-07-23,.
1979-07-24,.
1979-07-25,.
1979-07-26,.
1979-07-27,.
1979-07-30,.
1979-07-31,1038.16
1979-08-01,.
1979-08-02,.
1979-08-03,.
1979-08-06,.
1979-08-07,.
1979-08-08,.
1979-08-09,.
1979-08-10,.
1979-08-13,.
1979-08-14,.
1979-08-15,.
1979-08-16,.
1979-08-17,.
1979-08-20,.
1979-08-21,.
1979-08-22,.
1979-08-23,.
1979-08-24,.
1979-08-27,.
1979-08-28,.
1979-08-29,.
1979-08-30,.
1979-08-31,1097.81
1979-09-03,.
1979-09-04,.
1979-09-05,.
1979-09-06,.
1979-09-07,.
1979-09-10,.
1979-09-11,.
1979-09-12,.
1979-09-13,.
1979-09-14,.
1979-09-17,.
1979-09-18,.
1979-09-19,.
1979-09-20,.
1979-09-21,.
1979-09-24,.
1979-09-25,.
1979-09-26,.
1979-09-27,.
1979-09-28,1101.82
1979-10-01,.
1979-10-02,.
1979-10-03,.
1979-10-04,.
1979-10-05,.
1979-10-08,.
1979-10-09,.
1979-10-10,.
1979-10-11,.
1979-10-12,.
1979-10-15,.
1979-10-16,.
1979-10-17,.
1979-10-18,.
1979-10-19,.
1979-10-22,.
1979-10-23,.
1979-10-24,.
1979-10-25,.
1979-10-26,.
1979-10-29,.
1979-10-30,.
1979-10-31,1020.04
1979-11-01,.
1979-11-02,.
1979-11-05,.
1979-11-06,.
1979-11-07,.
1979-11-08,.
1979-11-09,.
1979-11-12,.
1979-11-13,.
1979-11-14,.
1979-11-15,.
1979-11-16,.
1979-11-19,.
1979-11-20,.
1979-11-21,.
1979-11-22,.
1979-11-23,.
1979-11-26,.
1979-11-27,.
1979-11-28,.
1979-11-29,.
1979-11-30,1075.40
1979-12-03,1072.65
1979-12-04,1081.81
1979-12-05,1087.42
1979-12-06,1095.40
1979-12-07,1091.05
1979-12-10,1093.11
1979-12-11,1091.29
1979-12-12,1092.99
1979-12-13,1095.11
1979-12-14,1106.54
1979-12-17,1112.27
1979-12-18,1102.72
1979-12-19,1101.74
1979-12-20,1103.28
1979-12-21,1097.02
1979-12-24,1097.46
1979-12-25,.
1979-12-26,1098.80
1979-12-27,1100.22
1979-12-28,1100.71
1979-12-31,1100.71
1980-01-01,.
1980-01-02,1078.29
1980-01-03,.
1980-01-04,1092.66
1980-01-07,1097.18
1980-01-08,1118.44
1980-01-09,1120.14
1980-01-10,1129.91
1980-01-11,1132.03
1980-01-14,1136.07
1980-01-15,1142.79
1980-01-16,1143.25
1980-01-17,1141.33
1980-01-18,1143.95
1980-01-21,1154.56
1980-01-22,1146.47
1980-01-23,1164.06
1980-01-24,1167.90
1980-01-25,1167.52
1980-01-28,1179.15
1980-01-29,1172.47
1980-01-30,1185.41
1980-01-31,1176.99
1980-02-01,1185.35
1980-02-04,1178.32
1980-02-05,1180.87
1980-02-06,1191.38
1980-02-07,1196.99
1980-02-08,1212.90
1980-02-11,1204.53
1980-02-12,1212.17
1980-02-13,1215.10
1980-02-14,1196.89
1980-02-15,1186.77
1980-02-18,.
1980-02-19,1179.28
1980-02-20,1197.88
1980-02-21,1188.52
1980-02-22,1184.07
1980-02-25,1166.22
1980-02-26,1173.42
1980-02-27,1159.86
1980-02-28,1160.17
1980-02-29,1171.65
1980-03-03,1161.17
1980-03-04,1160.64
1980-03-05,1143.49
1980-03-06,1115.82
1980-03-07,1095.79
1980-03-10,1086.45
1980-03-11,1099.89
1980-03-12,1092.45
1980-03-13,1080.73
1980-03-14,1076.76
1980-03-17,1041.79
1980-03-18,1057.20
1980-03-19,1062.38
1980-03-20,1051.10
1980-03-21,1043.30
1980-03-24,1010.32
1980-03-25,1005.53
1980-03-26,999.75
1980-03-27,982.40
1980-03-28,1010.75
1980-03-31,1026.03
1980-04-01,1029.58
1980-04-02,1038.22
1980-04-03,1034.12
1980-04-04,.
1980-04-07,1013.21
1980-04-08,1024.38
1980-04-09,1044.97
1980-04-10,1054.61
1980-04-11,1053.20
1980-04-14,1042.84
1980-04-15,1040.43
1980-04-16,1028.83
1980-04-17,1023.47
1980-04-18,1019.88
1980-04-21,1011.23
1980-04-22,1046.46
1980-04-23,1050.58
1980-04-24,1058.68
1980-04-25,1064.64
1980-04-28,1068.84
1980-04-29,1072.36
1980-04-30,1075.93
1980-05-01,1065.78
1980-05-02,1067.11
1980-05-05,1074.11
1980-05-06,1074.71
1980-05-07,1082.63
1980-05-08,1074.31
1980-05-09,1061.02
1980-05-12,1060.65
1980-05-13,1074.32
1980-05-14,1081.93
1980-05-15,1083.66
1980-05-16,1088.32
1980-05-19,1090.93
1980-05-20,1090.11
1980-05-21,1091.54
1980-05-22,1105.14
1980-05-23,1120.74
1980-05-26,.
1980-05-27,1129.02
1980-05-28,1136.35
1980-05-29,1119.18
1980-05-30,1127.14
1980-06-02,1124.17
1980-06-03,1122.21
1980-06-04,1141.81
1980-06-05,1144.42
1980-06-06,1149.85
1980-06-09,1154.40
1980-06-10,1163.15
1980-06-11,1176.37
1980-06-12,1173.02
1980-06-13,1176.31
1980-06-16,1178.32
1980-06-17,1178.09
1980-06-18,1179.91
1980-06-19,1164.82
1980-06-20,1160.16
1980-06-23,1164.84
1980-06-24,1172.11
1980-06-25,1186.95
1980-06-26,1182.98
1980-06-27,1182.06
1980-06-30,1165.14
1980-07-01,1172.14
1980-07-02,1180.28
1980-07-03,1196.34
1980-07-04,.
1980-07-07,1206.15
1980-07-08,1203.04
1980-07-09,1204.32
1980-07-10,1194.64
1980-07-11,1203.73
1980-07-14,1224.01
1980-07-15,1218.07
1980-07-16,1221.21
1980-07-17,1238.78
1980-07-18,1242.89
1980-07-21,1247.53
1980-07-22,1244.67
1980-07-23,1243.40
1980-07-24,1242.70
1980-07-25,1233.09
1980-07-28,1237.99
1980-07-29,1247.65
1980-07-30,1247.91
1980-07-31,1242.57
1980-08-01,1240.32
1980-08-04,1235.54
1980-08-05,1240.18
1980-08-06,1248.37
1980-08-07,1265.71
1980-08-08,1269.60
1980-08-11,1281.35
1980-08-12,1271.45
1980-08-13,1268.13
1980-08-14,1287.56
1980-08-15,1292.22
1980-08-18,1268.63
1980-08-19,1261.11
1980-08-20,1274.35
1980-08-21,1293.37
1980-08-22,1300.65
1980-08-25,1293.03
1980-08-26,1291.26
1980-08-27,1279.18
1980-08-28,1264.38
1980-08-29,1267.49
1980-09-01,.
1980-09-02,1280.50
1980-09-03,1305.01
1980-09-04,1300.11
1980-09-05,1296.35
1980-09-08,1281.46
1980-09-09,1288.49
1980-09-10,1297.77
1980-09-11,1307.61
1980-09-12,1308.86
1980-09-15,1309.52
1980-09-16,1321.13
1980-09-17,1340.33
1980-09-18,1335.79
1980-09-19,1343.02
1980-09-22,1354.23
1980-09-23,1346.34
1980-09-24,1354.95
1980-09-25,1339.15
1980-09-26,1312.35
1980-09-29,1280.93
1980-09-30,1300.90
1980-10-01,1319.49
1980-10-02,1338.44
1980-10-03,1352.56
1980-10-06,1375.25
1980-10-07,1368.91
1980-10-08,1375.56
1980-10-09,1370.76
1980-10-10,1364.99
1980-10-13,1381.62
1980-10-14,1381.94
1980-10-15,1400.07
1980-10-16,1384.22
1980-10-17,1378.06
1980-10-20,1388.24
1980-10-21,1380.21
1980-10-22,1382.23
1980-10-23,1357.23
1980-10-24,1360.44
1980-10-27,1340.96
1980-10-28,1342.10
1980-10-29,1338.95
1980-10-30,1318.26
1980-10-31,1330.26
1980-11-03,1344.89
1980-11-04,.
1980-11-05,1366.84
1980-11-06,1342.44
1980-11-07,1343.70
1980-11-10,1347.49
1980-11-11,1364.32
1980-11-12,1396.76
1980-11-13,1417.35
1980-11-14,1424.75
1980-11-17,1430.25
1980-11-18,1449.84
1980-11-19,1445.11
1980-11-20,1458.36
1980-11-21,1444.88
1980-11-24,1436.55
1980-11-25,1450.40
1980-11-26,1460.92
1980-11-27,.
1980-11-28,1466.64
1980-12-01,1436.01
1980-12-02,1430.44
1980-12-03,1429.97
1980-12-04,1428.18
1980-12-05,1400.49
1980-12-08,1361.55
1980-12-09,1358.23
1980-12-10,1337.45
1980-12-11,1321.19
1980-12-12,1340.70
1980-12-15,1339.12
1980-12-16,1348.06
1980-12-17,1371.06
1980-12-18,1375.79
1980-12-19,1385.36
1980-12-22,1404.39
1980-12-23,1400.11
1980-12-24,1405.20
1980-12-25,.
1980-12-26,1411.71
1980-12-29,1397.44
1980-12-30,1400.64
1980-12-31,1404.60
1981-01-01,.
1981-01-02,1411.99
1981-01-05,1427.01
1981-01-06,1425.88
1981-01-07,1389.43
1981-01-08,1371.46
1981-01-09,1376.57
1981-01-12,1378.48
1981-01-13,1373.78
1981-01-14,1377.73
1981-01-15,1386.00
1981-01-16,1394.55
1981-01-19,1391.55
1981-01-20,1363.91
1981-01-21,1359.73
1981-01-22,1348.99
1981-01-23,1351.34
1981-01-26,1345.54
1981-01-27,1356.14
1981-01-28,1350.25
1981-01-29,1350.03
1981-01-30,1342.17
1981-02-02,1312.25
1981-02-03,1325.51
1981-02-04,1329.07
1981-02-05,1341.31
1981-02-06,1354.57
1981-02-09,1341.69
1981-02-10,1340.63
1981-02-11,1331.47
1981-02-12,1323.85
1981-02-13,1319.27
1981-02-16,.
1981-02-17,1324.99
1981-02-18,1330.99
1981-02-19,1312.58
1981-02-20,1310.82
1981-02-23,1317.62
1981-02-24,1319.71
1981-02-25,1328.01
1981-02-26,1344.13
1981-02-27,1351.44
1981-03-02,1359.10
1981-03-03,1346.84
1981-03-04,1349.45
1981-03-05,1342.19
1981-03-06,1348.54
1981-03-09,1359.18
1981-03-10,1351.89
1981-03-11,1348.00
1981-03-12,1377.88
1981-03-13,1379.84
1981-03-16,1394.78
1981-03-17,1388.33
1981-03-18,1391.77
1981-03-19,1386.64
1981-03-20,1397.05
1981-03-23,1412.62
1981-03-24,1405.35
1981-03-25,1437.62
1981-03-26,1431.49
1981-03-27,1407.19
1981-03-30,1403.44
1981-03-31,1415.04
1981-04-01,1426.99
1981-04-02,1426.87
1981-04-03,1421.00
1981-04-06,1405.93
1981-04-07,1406.25
1981-04-08,1411.08
1981-04-09,1416.17
1981-04-10,1417.56
1981-04-13,1402.85
1981-04-14,1395.76
1981-04-15,1410.93
1981-04-16,1418.00
1981-04-17,.
1981-04-20,1425.02
1981-04-21,1412.54
1981-04-22,1412.04
1981-04-23,1411.88
1981-04-24,1423.08
1981-04-27,1426.12
1981-04-28,1413.32
1981-04-29,1400.85
1981-04-30,1401.08
1981-05-01,1401.05
1981-05-04,1378.49
1981-05-05,1374.04
1981-05-06,1379.64
1981-05-07,1389.52
1981-05-08,1391.50
1981-05-11,1372.48
1981-05-12,1381.38
1981-05-13,1382.19
1981-05-14,1391.46
1981-05-15,1400.71
1981-05-18,1403.52
1981-05-19,1398.52
1981-05-20,1400.87
1981-05-21,1400.26
1981-05-22,1398.59
1981-05-25,.
1981-05-26,1411.91
1981-05-27,1422.24
1981-05-28,1420.39
1981-05-29,1410.97
1981-06-01,1408.29
1981-06-02,1388.87
1981-06-03,1389.22
1981-06-04,1392.14
1981-06-05,1403.52
1981-06-08,1403.28
1981-06-09,1398.85
1981-06-10,1402.83
1981-06-11,1417.83
1981-06-12,1416.11
1981-06-15,1417.01
1981-06-16,1401.48
1981-06-17,1410.70
1981-06-18,1394.98
1981-06-19,1404.10
1981-06-22,1401.25
1981-06-23,1414.91
1981-06-24,1407.92
1981-06-25,1410.33
1981-06-26,1406.45
1981-06-29,1398.43
1981-06-30,1391.40
1981-07-01,1378.08
1981-07-02,1366.40
1981-07-03,.
1981-07-06,1351.44
1981-07-07,1357.34
1981-07-08,1359.29
1981-07-09,1367.44
1981-07-10,1369.17
1981-07-13,1371.42
1981-07-14,1367.18
1981-07-15,1377.22
1981-07-16,1379.86
1981-07-17,1385.26
1981-07-20,1364.98
1981-07-21,1359.79
1981-07-22,1346.82
1981-07-23,1350.97
1981-07-24,1361.33
1981-07-27,1374.32
1981-07-28,1365.92
1981-07-29,1365.33
1981-07-30,1373.23
1981-07-31,1382.29
1981-08-03,1377.08
1981-08-04,1382.89
1981-08-05,1398.92
1981-08-06,1401.31
1981-08-07,1394.30
1981-08-10,1399.28
1981-08-11,1412.71
1981-08-12,1409.72
1981-08-13,1412.60
1981-08-14,1403.55
1981-08-17,1390.09
1981-08-18,1373.00
1981-08-19,1376.59
1981-08-20,1379.39
1981-08-21,1367.47
1981-08-24,1327.46
1981-08-25,1320.32
1981-08-26,1318.52
1981-08-27,1304.92
1981-08-28,1311.27
1981-08-31,1297.20
1981-09-01,1297.86
1981-09-02,1302.75
1981-09-03,1276.54
1981-09-04,1264.44
1981-09-07,.
1981-09-08,1238.47
1981-09-09,1242.08
1981-09-10,1259.28
1981-09-11,1275.70
1981-09-14,1266.38
1981-09-15,1257.29
1981-09-16,1246.86
1981-09-17,1228.60
1981-09-18,1217.59
1981-09-21,1224.78
1981-09-22,1219.46
1981-09-23,1205.42
1981-09-24,1199.49
1981-09-25,1171.09
1981-09-28,1195.62
1981-09-29,1204.67
1981-09-30,1208.44
1981-10-01,1218.32
1981-10-02,1243.01
1981-10-05,1246.22
1981-10-06,1246.84
1981-10-07,1266.50
1981-10-08,1278.66
1981-10-09,1271.84
1981-10-12,1269.96
1981-10-13,1267.77
1981-10-14,1247.73
1981-10-15,1255.10
1981-10-16,1251.09
1981-10-19,1249.37
1981-10-20,1261.99
1981-10-21,1260.00
1981-10-22,1256.72
1981-10-23,1246.81
1981-10-26,1242.12
1981-10-27,1253.40
1981-10-28,1255.93
1981-10-29,1250.96
1981-10-30,1277.45
1981-11-02,1301.98
1981-11-03,1309.03
1981-11-04,1309.59
1981-11-05,1300.93
1981-11-06,1293.24
1981-11-09,1299.31
1981-11-10,1293.88
1981-11-11,1296.30
1981-11-12,1300.28
1981-11-13,1284.73
1981-11-16,1267.71
1981-11-17,1273.88
1981-11-18,1268.69
1981-11-19,1273.53
1981-11-20,1285.57
1981-11-23,1284.21
1981-11-24,1299.87
1981-11-25,1305.66
1981-11-26,.
1981-11-27,1314.21
1981-11-30,1326.22
1981-12-01,1324.17
1981-12-02,1310.81
1981-12-03,1314.75
1981-12-04,1325.85
1981-12-07,1314.19
1981-12-08,1308.37
1981-12-09,1313.87
1981-12-10,1316.93
1981-12-11,1309.60
1981-12-14,1287.98
1981-12-15,1289.80
1981-12-16,1284.52
1981-12-17,1290.24
1981-12-18,1299.48
1981-12-21,1293.01
1981-12-22,1288.57
1981-12-23,1283.74
1981-12-24,1286.71
1981-12-25,.
1981-12-28,1283.25
1981-12-29,1276.36
1981-12-30,1282.06
1981-12-31,1286.24
1982-01-01,.
1982-01-04,1287.58
1982-01-05,1261.27
1982-01-06,1251.46
1982-01-07,1248.48
1982-01-08,1254.07
1982-01-11,1225.22
1982-01-12,1220.75
1982-01-13,1204.67
1982-01-14,1209.67
1982-01-15,1218.40
1982-01-18,1224.39
1982-01-19,1213.79
1982-01-20,1205.40
1982-01-21,1208.76
1982-01-22,1204.94
1982-01-25,1200.39
1982-01-26,1196.95
1982-01-27,1201.91
1982-01-28,1234.19
1982-01-29,1247.35
1982-02-01,1219.27
1982-02-02,1221.91
1982-02-03,1210.29
1982-02-04,1208.29
